,GJGC2,GJGC5,GJGC7,GJGC10,GJGC15,GJGC20,GJGC30,GJGC40
2024/10/15,0.42,0.591,0.686,0.967,1.447,1.767,2.154,2.42
2024/10/16,0.42,0.577,0.662,0.948,1.434,1.754,2.144,2.408
2024/10/17,0.43,0.585,0.676,0.958,1.435,1.754,2.129,2.382
2024/10/18,0.436,0.585,0.686,0.962,1.448,1.767,2.137,2.385
2024/10/21,0.431,0.577,0.672,0.951,1.443,1.767,2.154,2.405
2024/10/22,0.451,0.595,0.7,0.972,1.46,1.789,2.186,2.447
2024/10/23,0.446,0.591,0.696,0.972,1.463,1.794,2.186,2.447
2024/10/24,0.446,0.581,0.673,0.953,1.447,1.785,2.182,2.439
2024/10/25,0.446,0.577,0.663,0.943,1.439,1.782,2.157,2.409
2024/10/28,0.457,0.591,0.683,0.967,1.46,1.809,2.194,2.447
2024/10/29,0.447,0.595,0.681,0.967,1.465,1.804,2.186,2.451
2024/10/30,0.444,0.581,0.667,0.948,1.452,1.8,2.198,2.47
2024/10/31,0.434,0.566,0.652,0.933,1.427,1.778,2.186,2.47
2024/11/1,0.464,0.581,0.659,0.939,1.431,1.778,2.186,2.474
2024/11/5,0.454,0.57,0.648,0.929,1.423,1.778,2.19,2.478
2024/11/6,0.479,0.61,0.692,0.977,1.461,1.809,2.203,2.482
2024/11/7,0.5,0.639,0.72,1.001,1.481,1.83,2.223,2.501
2024/11/8,0.5,0.639,0.716,0.996,1.478,1.826,2.215,2.482
2024/11/11,0.5,0.639,0.709,0.991,1.473,1.83,2.219,2.482
2024/11/12,0.5,0.65,0.72,1.001,1.489,1.839,2.231,2.493
2024/11/13,0.525,0.683,0.763,1.034,1.518,1.861,2.243,2.516
2024/11/14,0.53,0.69,0.774,1.051,1.536,1.878,2.263,2.55
2024/11/15,0.551,0.705,0.792,1.062,1.539,1.874,2.26,2.55
2024/11/18,0.551,0.7,0.791,1.063,1.544,1.883,2.263,2.554
2024/11/19,0.551,0.706,0.787,1.057,1.531,1.878,2.251,2.543
2024/11/20,0.551,0.71,0.787,1.057,1.531,1.874,2.252,2.535
2024/11/21,0.577,0.744,0.816,1.087,1.548,1.888,2.247,2.524
2024/11/22,0.588,0.74,0.806,1.071,1.536,1.878,2.252,2.52
2024/11/25,0.588,0.735,0.792,1.063,1.528,1.87,2.252,2.521
2024/11/26,0.588,0.729,0.785,1.053,1.511,1.857,2.247,2.516
2024/11/27,0.593,0.736,0.797,1.062,1.528,1.878,2.268,2.55
2024/11/28,0.578,0.721,0.778,1.044,1.514,1.861,2.255,2.557
2024/11/29,0.589,0.721,0.773,1.043,1.499,1.844,2.246,2.539
2024/12/2,0.62,0.744,0.797,1.068,1.527,1.861,2.251,2.539
2024/12/3,0.61,0.74,0.792,1.068,1.523,1.861,2.255,2.542
2024/12/4,0.584,0.71,0.766,1.044,1.507,1.848,2.243,2.542
2024/12/5,0.6,0.729,0.782,1.058,1.52,1.861,2.251,2.558
2024/12/6,0.589,0.721,0.771,1.044,1.506,1.848,2.231,2.539
2024/12/9,0.574,0.71,0.758,1.029,1.492,1.835,2.223,2.534
2024/12/10,0.584,0.723,0.773,1.053,1.509,1.852,2.227,2.531
2024/12/11,0.589,0.729,0.783,1.058,1.507,1.852,2.225,2.519
2024/12/12,0.579,0.71,0.774,1.039,1.491,1.839,2.211,2.501
2024/12/13,0.564,0.691,0.762,1.029,1.486,1.835,2.215,2.52
2024/12/16,0.584,0.714,0.787,1.057,1.515,1.87,2.247,2.547
2024/12/17,0.594,0.729,0.801,1.067,1.523,1.874,2.258,2.56
2024/12/18,0.589,0.714,0.786,1.053,1.515,1.861,2.235,2.539
2024/12/19,0.605,0.74,0.81,1.072,1.523,1.866,2.239,2.543
2024/12/20,0.574,0.7,0.773,1.043,1.506,1.84,2.223,2.531
2024/12/23,0.584,0.715,0.787,1.053,1.518,1.856,2.231,2.535
2024/12/24,0.584,0.721,0.797,1.058,1.514,1.848,2.223,2.516
2024/12/25,0.584,0.715,0.795,1.058,1.511,1.844,2.215,2.508
2024/12/26,0.594,0.736,0.826,1.076,1.524,1.857,2.227,2.508
2024/12/27,0.605,0.749,0.835,1.091,1.544,1.882,2.255,2.531
2024/12/30,0.6,0.734,0.83,1.082,1.533,1.874,2.247,2.527
2025/1/6,0.625,0.78,0.863,1.114,1.561,1.898,2.268,2.554
2025/1/7,0.63,0.784,0.863,1.114,1.566,1.9,2.271,2.569
2025/1/8,0.645,0.808,0.902,1.176,1.595,1.934,2.288,2.588
2025/1/9,0.64,0.804,0.897,1.172,1.59,1.918,2.28,2.588
2025/1/10,0.645,0.819,0.921,1.195,1.618,1.944,2.3,2.606
2025/1/14,0.682,0.852,0.964,1.238,1.656,1.978,2.328,2.629
2025/1/15,0.702,0.891,0.969,1.248,1.669,1.986,2.345,2.651
2025/1/16,0.692,0.866,0.929,1.2,1.624,1.931,2.315,2.64
2025/1/17,0.687,0.862,0.929,1.2,1.607,1.921,2.287,2.614
2025/1/20,0.677,0.852,0.924,1.191,1.594,1.908,2.271,2.595
2025/1/21,0.672,0.847,0.92,1.186,1.59,1.908,2.263,2.573
2025/1/22,0.693,0.87,0.934,1.195,1.59,1.899,2.258,2.558
2025/1/23,0.698,0.877,0.943,1.205,1.597,1.908,2.267,2.554
2025/1/24,0.714,0.906,0.969,1.229,1.607,1.916,2.275,2.554
2025/1/27,0.699,0.885,0.949,1.215,1.595,1.912,2.267,2.543
2025/1/28,0.689,0.862,0.92,1.191,1.575,1.899,2.248,2.524
2025/1/29,0.699,0.866,0.925,1.191,1.574,1.89,2.242,2.512
2025/1/30,0.71,0.881,0.94,1.209,1.595,1.912,2.271,2.542
2025/1/31,0.72,0.906,0.968,1.238,1.632,1.947,2.287,2.554
2025/2/3,0.72,0.895,0.964,1.242,1.643,1.96,2.3,2.565
2025/2/4,0.74,0.925,0.994,1.27,1.669,1.986,2.32,2.573
2025/2/5,0.755,0.939,1.005,1.276,1.674,1.991,2.32,2.573
2025/2/6,0.76,0.935,1.008,1.257,1.662,1.952,2.267,2.512
2025/2/7,0.796,0.984,1.052,1.295,1.694,1.974,2.287,2.535
2025/2/10,0.797,0.984,1.059,1.305,1.706,1.978,2.292,2.539
2025/2/12,0.797,0.999,1.083,1.332,1.726,1.995,2.3,2.543
2025/2/13,0.792,0.999,1.092,1.342,1.742,2.013,2.316,2.554
2025/2/14,0.792,1.003,1.093,1.342,1.74,2.004,2.308,2.539
2025/2/17,0.808,1.051,1.126,1.375,1.751,2.004,2.304,2.535
2025/2/18,0.824,1.085,1.17,1.417,1.788,2.056,2.333,2.553
2025/2/19,0.819,1.074,1.168,1.417,1.793,2.056,2.324,2.539
2025/2/20,0.819,1.078,1.173,1.426,1.787,2.043,2.32,2.524
2025/2/21,0.814,1.055,1.144,1.411,1.786,2.048,2.333,2.531
2025/2/25,0.799,1.029,1.103,1.37,1.768,2.03,2.316,2.516
2025/2/26,0.799,1.014,1.095,1.356,1.752,2.02,2.316,2.527
2025/2/27,0.809,1.036,1.115,1.38,1.772,2.035,2.335,2.558
2025/2/28,0.805,1,1.087,1.36,1.752,2.025,2.345,2.591
2025/3/3,0.825,1.04,1.125,1.393,1.781,2.043,2.349,2.588
2025/3/4,0.83,1.06,1.139,1.408,1.799,2.056,2.356,2.588
2025/3/5,0.83,1.068,1.153,1.427,1.827,2.091,2.386,2.622
2025/3/6,0.85,1.122,1.224,1.496,1.899,2.172,2.458,2.677
2025/3/7,0.845,1.118,1.215,1.5,1.92,2.209,2.493,2.692
2025/3/10,0.871,1.155,1.257,1.551,1.981,2.269,2.542,2.728
2025/3/11,0.83,1.106,1.195,1.486,1.942,2.231,2.526,2.721
2025/3/12,0.846,1.13,1.231,1.501,1.94,2.218,2.53,2.732
2025/3/13,0.856,1.149,1.252,1.523,1.957,2.236,2.542,2.754
2025/3/14,0.836,1.121,1.215,1.496,1.943,2.227,2.53,2.758
2025/3/17,0.805,1.095,1.201,1.487,1.951,2.239,2.546,2.779
2025/3/18,0.81,1.095,1.192,1.482,1.935,2.223,2.538,2.783
2025/3/19,0.836,1.11,1.215,1.496,1.942,2.231,2.538,2.78
2025/3/21,0.846,1.121,1.227,1.5,1.947,2.227,2.534,2.769
2025/3/24,0.862,1.134,1.242,1.52,1.958,2.235,2.538,2.769
2025/3/25,0.878,1.169,1.28,1.55,1.989,2.257,2.538,2.764
2025/3/26,0.883,1.178,1.292,1.556,1.982,2.248,2.542,2.762
2025/3/27,0.883,1.178,1.294,1.561,1.985,2.248,2.526,2.714
2025/3/28,0.868,1.15,1.258,1.523,1.951,2.214,2.482,2.648
2025/3/31,0.831,1.095,1.195,1.469,1.912,2.191,2.478,2.659
2025/4/1,0.854,1.106,1.207,1.482,1.923,2.198,2.494,2.685
2025/4/2,0.834,1.076,1.177,1.454,1.887,2.159,2.438,2.622
2025/4/3,0.753,0.969,1.079,1.337,1.799,2.078,2.373,2.573
2025/4/4,0.611,0.781,0.885,1.171,1.61,1.93,2.296,2.501
2025/4/7,0.585,0.746,0.827,1.124,1.585,1.911,2.275,2.509
2025/4/8,0.645,0.854,0.951,1.262,1.746,2.091,2.47,2.699
2025/4/9,0.609,0.834,0.926,1.277,1.859,2.243,2.642,2.841
2025/4/10,0.675,0.91,1.026,1.371,1.931,2.261,2.609,2.813
2025/4/11,0.608,0.84,0.948,1.348,1.982,2.311,2.66,2.873
2025/4/14,0.587,0.813,0.941,1.339,2.018,2.372,2.754,2.967
2025/4/15,0.643,0.881,1.007,1.367,2.004,2.328,2.731,2.966
2025/4/16,0.611,0.838,0.943,1.295,1.929,2.262,2.645,2.891
2025/4/17,0.647,0.862,0.97,1.31,1.931,2.253,2.605,2.838
2025/4/18,0.631,0.839,0.947,1.291,1.922,2.265,2.649,2.881
2025/4/21,0.646,0.843,0.957,1.291,1.937,2.292,2.676,2.913
2025/4/22,0.666,0.872,0.984,1.311,1.92,2.262,2.672,2.902
2025/4/23,0.681,0.901,1.006,1.328,1.9,2.227,2.625,2.848
2025/4/24,0.67,0.878,0.989,1.315,1.868,2.221,2.633,2.863
2025/4/25,0.689,0.897,1.012,1.334,1.896,2.244,2.637,2.895
2025/4/28,0.684,0.893,0.993,1.315,1.88,2.231,2.637,2.895
2025/4/30,0.674,0.882,0.994,1.315,1.88,2.223,2.644,2.895
2025/5/1,0.629,0.838,0.942,1.276,1.856,2.218,2.653,2.902
2025/5/2,0.609,0.824,0.94,1.267,1.857,2.236,2.692,2.944
2025/5/7,0.608,0.842,0.975,1.301,1.9,2.304,2.791,3.042
2025/5/8,0.618,0.863,0.995,1.325,1.927,2.314,2.778,3.043
2025/5/9,0.633,0.882,1.022,1.353,1.979,2.348,2.801,3.084
2025/5/12,0.659,0.913,1.055,1.386,2.004,2.386,2.835,3.112
2025/5/13,0.715,0.98,1.12,1.442,1.996,2.348,2.778,3.054
2025/5/14,0.705,0.966,1.116,1.448,2.011,2.368,2.811,3.077
2025/5/15,0.715,1,1.144,1.471,2.044,2.396,2.839,3.116
2025/5/16,0.705,0.98,1.112,1.448,2.024,2.379,2.839,3.129
2025/5/19,0.715,0.995,1.139,1.475,2.05,2.404,2.85,3.126
2025/5/20,0.725,1.006,1.149,1.508,2.12,2.53,2.968,3.225
2025/5/21,0.715,0.995,1.15,1.508,2.12,2.519,2.975,3.238
2025/5/22,0.731,1.029,1.204,1.55,2.161,2.557,2.998,3.275
2025/5/23,0.726,1.029,1.194,1.536,2.154,2.515,2.923,3.194
2025/5/26,0.72,1.01,1.157,1.498,2.117,2.489,2.9,3.184
2025/5/27,0.731,1,1.121,1.457,2.02,2.344,2.743,3.013
2025/5/28,0.747,1.04,1.184,1.508,2.058,2.396,2.797,3.061
2025/5/29,0.752,1.029,1.178,1.508,2.085,2.442,2.854,3.119
2025/5/30,0.742,1.014,1.163,1.494,2.054,2.408,2.846,3.103
2025/6/2,0.754,1.029,1.167,1.499,2.046,2.396,2.82,3.08
2025/6/3,0.754,1.021,1.154,1.475,2.037,2.396,2.824,3.096
2025/6/4,0.764,1.04,1.177,1.494,2.055,2.421,2.831,3.13
2025/6/5,0.754,1.006,1.136,1.457,2.008,2.361,2.786,3.076
2025/6/6,0.759,1.01,1.136,1.452,1.989,2.34,2.778,3.048
2025/6/9,0.774,1.03,1.154,1.466,2.004,2.366,2.804,3.083
2025/6/10,0.769,1.03,1.159,1.471,2.028,2.391,2.808,3.086
2025/6/11,0.753,1.015,1.14,1.452,2.016,2.383,2.808,3.096
2025/6/12,0.753,1.01,1.14,1.452,2.031,2.396,2.805,3.084
2025/6/13,0.733,0.965,1.084,1.4,1.989,2.352,2.782,3.061
2025/6/16,0.753,1.01,1.131,1.447,2.031,2.382,2.8,3.065
2025/6/17,0.763,1.03,1.159,1.47,2.042,2.4,2.824,3.088
2025/6/18,0.748,1.006,1.141,1.451,2.028,2.387,2.82,3.092
2025/6/19,0.722,0.956,1.095,1.409,1.989,2.364,2.808,3.084
2025/6/20,0.722,0.95,1.088,1.395,1.989,2.361,2.797,3.096
2025/6/23,0.732,0.961,1.102,1.405,1.989,2.348,2.809,3.122
2025/6/24,0.732,0.961,1.103,1.414,1.992,2.348,2.812,3.119
2025/6/25,0.716,0.948,1.089,1.395,1.961,2.326,2.797,3.103
2025/6/26,0.726,0.967,1.108,1.414,1.965,2.326,2.793,3.096
2025/6/27,0.74,0.976,1.121,1.427,1.977,2.34,2.801,3.088
2025/6/30,0.745,0.98,1.127,1.428,1.993,2.357,2.805,3.088
2025/7/1,0.735,0.967,1.107,1.391,1.958,2.33,2.789,3.076
2025/7/2,0.74,0.971,1.116,1.429,1.966,2.335,2.785,3.068
2025/7/3,0.745,0.986,1.155,1.443,2.013,2.366,2.839,3.123
2025/7/4,0.735,0.971,1.144,1.439,2.014,2.374,2.852,3.123
2025/7/7,0.73,0.971,1.143,1.457,2.044,2.421,2.932,3.212
2025/7/8,0.73,0.982,1.162,1.485,2.09,2.485,3.007,3.305
2025/7/9,0.751,1.024,1.186,1.5,2.102,2.493,3.002,3.293
2025/7/10,0.756,1.02,1.181,1.491,2.108,2.493,3.007,3.296
2025/7/11,0.761,1.031,1.195,1.5,2.098,2.5,2.991,3.273
2025/7/14,0.777,1.068,1.25,1.566,2.181,2.589,3.082,3.399
2025/7/15,0.787,1.079,1.264,1.579,2.21,2.606,3.086,3.393
2025/7/16,0.787,1.079,1.26,1.566,2.18,2.559,3.01,3.313
2025/7/17,0.782,1.075,1.253,1.552,2.168,2.559,3.029,3.312
2025/7/18,0.767,1.039,1.223,1.519,2.126,2.521,3.014,3.296
2025/7/22,0.751,1.02,1.2,1.5,2.115,2.525,3.022,3.312
2025/7/23,0.83,1.117,1.297,1.585,2.188,2.585,3.061,3.372
2025/7/24,0.846,1.132,1.311,1.594,2.18,2.568,3.034,3.331
2025/7/25,0.856,1.147,1.319,1.594,2.171,2.546,3.006,3.293
2025/7/28,0.841,1.113,1.282,1.56,2.131,2.508,2.975,3.258
